type,flag,timeCreated,timeEnqueued,timeDequeued,timeForwarded,timeReceived,timeReturned
SET,STORED,1478621631008,1478621631009,1478621631016,1478621631016,1478621631018,1478621631018
SET,STORED,1478621631152,1478621631152,1478621631164,1478621631164,1478621631164,1478621631164
SET,STORED,1478621631294,1478621631294,1478621631304,1478621631304,1478621631305,1478621631305
SET,STORED,1478621631374,1478621631374,1478621631381,1478621631382,1478621631382,1478621631382
SET,STORED,1478621631443,1478621631443,1478621631458,1478621631458,1478621631458,1478621631459
SET,STORED,1478621631523,1478621631523,1478621631537,1478621631537,1478621631537,1478621631538
SET,STORED,1478621631602,1478621631602,1478621631612,1478621631612,1478621631613,1478621631613
SET,STORED,1478621631654,1478621631654,1478621631659,1478621631659,1478621631659,1478621631660
SET,STORED,1478621631970,1478621631970,1478621631984,1478621631984,1478621631984,1478621631984
SET,STORED,1478621632001,1478621632001,1478621632027,1478621632027,1478621632028,1478621632028
SET,STORED,1478621632052,1478621632052,1478621632073,1478621632073,1478621632074,1478621632074
SET,STORED,1478621632101,1478621632102,1478621632113,1478621632113,1478621632113,1478621632113
SET,STORED,1478621632151,1478621632151,1478621632164,1478621632164,1478621632165,1478621632165
SET,STORED,1478621632191,1478621632191,1478621632202,1478621632202,1478621632202,1478621632202
SET,STORED,1478621632231,1478621632231,1478621632245,1478621632245,1478621632252,1478621632252
SET,STORED,1478621632280,1478621632280,1478621632284,1478621632285,1478621632285,1478621632285
SET,STORED,1478621632320,1478621632320,1478621632333,1478621632333,1478621632333,1478621632333
SET,STORED,1478621632366,1478621632366,1478621632382,1478621632382,1478621632382,1478621632382
SET,STORED,1478621632416,1478621632416,1478621632428,1478621632428,1478621632428,1478621632428
SET,STORED,1478621632456,1478621632456,1478621632467,1478621632467,1478621632468,1478621632468
SET,STORED,1478621632523,1478621632523,1478621632536,1478621632536,1478621632536,1478621632536
SET,STORED,1478621632581,1478621632581,1478621632597,1478621632597,1478621632604,1478621632604
SET,STORED,1478621632641,1478621632641,1478621632644,1478621632644,1478621632644,1478621632644
SET,STORED,1478621632690,1478621632690,1478621632707,1478621632707,1478621632707,1478621632707
SET,STORED,1478621632732,1478621632732,1478621632739,1478621632739,1478621632739,1478621632739
SET,STORED,1478621632779,1478621632779,1478621632795,1478621632795,1478621632796,1478621632796
SET,STORED,1478621632838,1478621632838,1478621632852,1478621632852,1478621632852,1478621632852
SET,STORED,1478621632894,1478621632894,1478621632897,1478621632897,1478621632897,1478621632897
SET,STORED,1478621632942,1478621632942,1478621632945,1478621632945,1478621632945,1478621632945
SET,STORED,1478621632981,1478621632981,1478621632982,1478621632982,1478621632982,1478621632982
SET,STORED,1478621633020,1478621633020,1478621633032,1478621633032,1478621633032,1478621633032
SET,STORED,1478621633060,1478621633060,1478621633086,1478621633086,1478621633087,1478621633087
