type,flag,timeCreated,timeEnqueued,timeDequeued,timeForwarded,timeReceived,timeReturned
SET,STORED,1478608081780,1478608081787,1478608081792,1478608081792,1478608081797,1478608081801
SET,STORED,1478608081867,1478608081868,1478608081869,1478608081869,1478608081870,1478608081870
SET,STORED,1478608081908,1478608081908,1478608081908,1478608081908,1478608081909,1478608081909
SET,STORED,1478608081939,1478608081939,1478608081951,1478608081951,1478608081959,1478608081959
SET,STORED,1478608081979,1478608081979,1478608081999,1478608081999,1478608081999,1478608082000
SET,STORED,1478608082018,1478608082018,1478608082020,1478608082020,1478608082020,1478608082020
SET,STORED,1478608082048,1478608082048,1478608082076,1478608082076,1478608082077,1478608082077
SET,STORED,1478608082087,1478608082087,1478608082106,1478608082106,1478608082106,1478608082106
SET,STORED,1478608082118,1478608082118,1478608082128,1478608082128,1478608082128,1478608082128
SET,STORED,1478608082148,1478608082148,1478608082165,1478608082165,1478608082166,1478608082166
SET,STORED,1478608082178,1478608082185,1478608082197,1478608082197,1478608082198,1478608082198
SET,STORED,1478608082208,1478608082208,1478608082216,1478608082216,1478608082217,1478608082217
SET,STORED,1478608082237,1478608082237,1478608082247,1478608082247,1478608082248,1478608082248
SET,STORED,1478608082258,1478608082258,1478608082279,1478608082279,1478608082279,1478608082279
SET,STORED,1478608082288,1478608082288,1478608082309,1478608082309,1478608082310,1478608082310
SET,STORED,1478608082318,1478608082318,1478608082338,1478608082338,1478608082339,1478608082339
SET,STORED,1478608082357,1478608082357,1478608082379,1478608082379,1478608082386,1478608082387
SET,STORED,1478608082388,1478608082388,1478608082422,1478608082422,1478608082431,1478608082431
SET,STORED,1478608082457,1478608082457,1478608082460,1478608082460,1478608082461,1478608082461
SET,STORED,1478608082410,1478608082410,1478608082463,1478608082463,1478608082465,1478608082465
SET,STORED,1478608082498,1478608082498,1478608082559,1478608082559,1478608082561,1478608082561
SET,STORED,1478608082560,1478608082560,1478608082572,1478608082572,1478608082572,1478608082572
SET,STORED,1478608082591,1478608082591,1478608082598,1478608082598,1478608082598,1478608082598
SET,STORED,1478608082527,1478608082527,1478608082623,1478608082623,1478608082624,1478608082624
SET,STORED,1478608082638,1478608082638,1478608082656,1478608082656,1478608082656,1478608082657
SET,STORED,1478608082618,1478608082618,1478608082679,1478608082680,1478608082680,1478608082680
SET,STORED,1478608082662,1478608082662,1478608082690,1478608082691,1478608082691,1478608082691
SET,STORED,1478608082682,1478608082682,1478608082715,1478608082715,1478608082716,1478608082716
SET,STORED,1478608082704,1478608082704,1478608082741,1478608082741,1478608082742,1478608082742
SET,STORED,1478608082722,1478608082722,1478608082744,1478608082744,1478608082744,1478608082744
SET,STORED,1478608082758,1478608082758,1478608082770,1478608082770,1478608082770,1478608082770
SET,STORED,1478608082751,1478608082751,1478608082784,1478608082784,1478608082784,1478608082784
SET,STORED,1478608082785,1478608082785,1478608082824,1478608082824,1478608082825,1478608082825
SET,STORED,1478608082842,1478608082842,1478608082856,1478608082856,1478608082856,1478608082856
SET,STORED,1478608082883,1478608082883,1478608082885,1478608082885,1478608082885,1478608082885
SET,STORED,1478608082823,1478608082823,1478608082886,1478608082886,1478608082888,1478608082888
SET,STORED,1478608082862,1478608082862,1478608082888,1478608082888,1478608082889,1478608082889
SET,STORED,1478608082926,1478608082926,1478608082936,1478608082936,1478608082937,1478608082937
SET,STORED,1478608082903,1478608082903,1478608082938,1478608082938,1478608082938,1478608082938
SET,STORED,1478608082937,1478608082937,1478608082954,1478608082954,1478608082954,1478608082954
SET,STORED,1478608082956,1478608082956,1478608082968,1478608082968,1478608082969,1478608082969
SET,STORED,1478608082990,1478608082990,1478608083008,1478608083008,1478608083009,1478608083009
SET,STORED,1478608082978,1478608082978,1478608083022,1478608083022,1478608083023,1478608083023
SET,STORED,1478608083009,1478608083009,1478608083027,1478608083027,1478608083027,1478608083027
SET,STORED,1478608083047,1478608083047,1478608083068,1478608083068,1478608083069,1478608083069
SET,STORED,1478608083028,1478608083028,1478608083094,1478608083094,1478608083095,1478608083095
SET,STORED,1478608083096,1478608083096,1478608083105,1478608083105,1478608083105,1478608083105
SET,STORED,1478608083067,1478608083067,1478608083142,1478608083142,1478608083143,1478608083143
SET,STORED,1478608083134,1478608083134,1478608083146,1478608083146,1478608083146,1478608083146
SET,STORED,1478608083159,1478608083159,1478608083160,1478608083160,1478608083160,1478608083160
SET,STORED,1478608083114,1478608083114,1478608083200,1478608083200,1478608083201,1478608083201
SET,STORED,1478608083196,1478608083196,1478608083212,1478608083212,1478608083212,1478608083212
SET,STORED,1478608083209,1478608083209,1478608083222,1478608083222,1478608083223,1478608083223
SET,STORED,1478608083229,1478608083229,1478608083235,1478608083235,1478608083235,1478608083236
SET,STORED,1478608083239,1478608083239,1478608083245,1478608083245,1478608083245,1478608083245
