memaslap_number;type;request_type;time;ops;tps;get_misses;min;max;avg;std
7;t;GET;10;58881;5888;0;2431;268161;36869;28790.35
7;t;GET;20;62515;6251;0;2035;248621;34811;26122.38
7;t;GET;30;60680;6068;0;2527;268223;35888;22996.98
7;t;GET;40;61169;6116;0;2180;227383;35572;26151.10
7;t;GET;50;57682;5768;0;2434;366394;37738;33027.34
7;t;GET;60;59009;5900;0;2317;332739;36901;31307.54
7;t;GET;70;53009;5300;0;2242;442646;40799;46822.98
7;t;GET;80;56986;5698;0;2399;619938;38470;36903.17
7;t;GET;90;58225;5822;0;2086;330946;37375;30904.43
7;t;GET;100;56781;5678;0;2283;421559;38345;36035.14
7;t;GET;110;56374;5637;0;2117;414192;38626;41640.19
7;t;GET;120;57860;5786;0;2264;319681;37619;35362.95
7;t;GET;130;59740;5974;0;2492;255849;36449;28714.95
7;t;GET;140;62141;6214;0;2115;266463;35052;30101.67
7;t;GET;150;59875;5987;0;2204;199670;36370;28853.40
7;t;GET;160;60683;6068;0;2385;279680;35880;28252.16
7;t;GET;170;60455;6045;0;2155;398657;35994;32089.88
7;t;GET;180;58121;5812;0;2341;249831;37468;30579.71
7;t;GET;190;57795;5779;0;2001;266712;37640;31590.23
7;t;GET;200;60484;6048;0;2131;521234;35857;33916.59
7;t;GET;210;52827;5282;0;2483;500279;41079;47045.39
7;t;GET;220;58763;5876;0;2022;230845;36909;30736.40
7;t;GET;230;62284;6228;0;2160;297964;34629;25063.36
7;t;GET;240;62714;6271;0;2476;185033;34771;24352.08
7;t;GET;250;53086;5308;0;2407;484845;40833;44889.69
7;t;GET;260;56184;5618;0;2327;511098;38603;35716.95
7;t;GET;270;60342;6034;0;2216;328110;35941;32245.82
7;t;GET;280;54395;5439;0;2119;412033;39864;40585.41
7;t;GET;290;60522;6052;0;2110;205694;35693;26943.64
7;t;GET;300;60218;6021;0;2431;374762;36170;31435.96
7;t;GET;310;56606;5660;0;2591;460330;38252;34871.91
7;t;GET;320;56678;5667;0;2376;343257;38259;35700.79
7;t;GET;330;59464;5946;0;2269;339312;36374;32478.64
7;t;GET;340;56344;5634;0;2380;321946;38378;34902.65
7;t;GET;350;59309;5930;0;2331;412209;36773;36347.42
7;t;GET;360;58827;5882;0;2353;318906;36858;33535.75
7;t;GET;370;59402;5940;0;2497;356030;36549;31092.18
7;t;GET;380;59865;5986;0;2150;563254;36207;33687.28
7;t;GET;390;62270;6227;0;2269;196750;34263;24625.46
7;t;GET;400;53619;5361;0;2261;1027933;41083;69449.16
7;t;GET;410;61657;6165;0;2220;299157;35146;29252.18
7;t;GET;420;55435;5543;0;2247;372322;39146;37594.60
7;t;GET;430;60425;6042;0;2461;221114;35903;29257.57
7;t;GET;440;50798;5079;0;2247;1087834;42679;54427.34
7;t;GET;450;56549;5654;0;2345;366924;38316;33641.76
7;t;GET;460;59985;5998;0;2373;312400;36176;29979.52
7;t;GET;470;54799;5479;0;2399;514268;39558;44120.47
7;t;GET;480;58047;5804;0;2319;452481;37288;34639.74
7;t;GET;490;53458;5345;0;2538;409701;40681;44370.17
7;t;GET;500;56723;5672;0;2114;476741;38231;37836.04
7;t;GET;510;60467;6046;0;2318;273721;35862;29630.30
7;t;GET;520;56469;5646;0;2259;453554;38345;35941.58
7;t;GET;530;52490;5249;0;2489;792470;41338;58107.09
7;t;GET;540;55195;5519;0;2315;485652;39136;40659.22
7;t;GET;550;51513;5151;0;2411;693968;42454;45359.72
7;t;GET;560;56887;5688;0;2252;467946;38390;39303.01
7;t;GET;570;59187;5918;0;2210;510859;36800;35738.73
7;t;GET;580;59345;5934;0;2300;250732;36671;30758.69
7;t;GET;590;55071;5507;0;2307;773939;39389;34645.49
7;t;GET;600;56504;5650;0;2051;317248;37434;29012.11
7;t;GET;610;57980;5798;0;2335;430172;38744;38184.49
7;t;GET;620;56094;5609;0;2131;690573;38813;46368.89
7;t;GET;630;53463;5346;0;2358;868200;40748;59346.99
7;t;GET;640;59532;5953;0;2595;247003;36557;27166.42
7;t;GET;650;54526;5452;0;2160;344083;39869;39387.73
7;t;GET;660;57358;5735;0;2480;394692;38018;37941.21
7;t;GET;670;52132;5213;0;2042;584461;41594;50179.16
7;t;GET;680;53913;5391;0;2216;474041;40565;39285.69
7;t;GET;690;60874;6087;0;2207;191588;35727;26310.21
7;t;GET;700;59355;5935;0;2437;387218;36718;32610.99
7;t;GET;710;53953;5395;0;2336;878373;40325;48120.54
7;t;GET;720;62674;6267;0;2198;297226;34786;29785.79
7;t;GET;720;62674;6267;0;2198;297226;34786;29785.79
7;global;GET;724.4;62825;6282;0;2001;1087834;37652;36441
8;t;GET;10;65663;6566;0;902;275208;33095;28077.49
8;t;GET;20;70200;7020;0;776;245158;30931;25505.73
8;t;GET;30;67864;6786;0;1109;188454;31944;22731.97
8;t;GET;40;67564;6756;0;889;225462;32100;25877.79
8;t;GET;50;64081;6408;0;894;365083;33832;32355.30
8;t;GET;60;66088;6608;0;811;327140;32822;30551.95
8;t;GET;70;59843;5984;0;849;441599;36236;45030.59
8;t;GET;80;63647;6364;0;807;616529;34032;35234.35
8;t;GET;90;64487;6448;0;842;309415;33679;30684.51
8;t;GET;100;63286;6328;0;868;423235;34239;34986.95
8;t;GET;110;63313;6331;0;760;414885;34251;40104.80
8;t;GET;120;64275;6427;0;747;315160;33741;34454.03
8;t;GET;130;66292;6629;0;728;253346;32705;28112.89
8;t;GET;140;70515;7051;0;780;263036;30777;28787.23
8;t;GET;150;67303;6730;0;613;200176;32222;29328.57
8;t;GET;160;68938;6893;0;845;224847;31432;25123.34
8;t;GET;170;69015;6901;0;891;289908;31444;30202.03
8;t;GET;180;62383;6238;0;838;400889;34743;33409.67
8;t;GET;190;66706;6670;0;713;266185;32543;30152.51
8;t;GET;200;66554;6655;0;835;469407;32548;32901.80
8;t;GET;210;59779;5977;0;799;498561;36285;45093.69
8;t;GET;220;66510;6651;0;985;228029;32590;28649.42
8;t;GET;230;70841;7084;0;865;312914;30596;25345.63
8;t;GET;240;69397;6939;0;778;181005;31249;24616.29
8;t;GET;250;60846;6084;0;813;482679;35703;42149.14
8;t;GET;260;62367;6236;0;689;499584;34802;35066.09
8;t;GET;270;68154;6815;0;581;328388;31897;31046.04
8;t;GET;280;61693;6169;0;831;399880;35309;39182.42
8;t;GET;290;68315;6831;0;664;203503;31722;26467.70
8;t;GET;300;67431;6743;0;717;365905;32306;30605.74
8;t;GET;310;63521;6352;0;863;459601;34415;33798.79
8;t;GET;320;63727;6372;0;702;339772;34187;34815.36
8;t;GET;330;67846;6784;0;868;332712;32085;31513.58
8;t;GET;340;63898;6389;0;702;323432;34066;33374.52
8;t;GET;350;66665;6666;0;878;407120;32652;35565.35
8;t;GET;360;66287;6628;0;785;317912;32857;32460.25
8;t;GET;370;66188;6618;0;865;356612;32886;30349.94
8;t;GET;380;67481;6748;0;746;556992;32246;32652.15
8;t;GET;390;71941;7194;0;788;153476;30279;24075.91
8;t;GET;400;58840;5884;0;867;1025720;36997;65639.69
8;t;GET;410;69747;6974;0;818;296382;31205;28547.85
8;t;GET;420;62410;6241;0;822;357377;33985;32068.53
8;t;GET;430;68438;6843;0;889;371004;32628;32501.52
8;t;GET;440;57708;5770;0;851;1076943;37781;50468.75
8;t;GET;450;63530;6353;0;852;358166;34080;32357.18
8;t;GET;460;67915;6791;0;749;307411;32203;29166.79
8;t;GET;470;61457;6145;0;1036;502008;35272;42311.87
8;t;GET;480;66106;6610;0;969;450922;33101;34082.85
8;t;GET;490;60193;6019;0;872;402705;36175;41966.74
8;t;GET;500;64087;6408;0;814;475284;33975;36362.37
8;t;GET;510;67274;6727;0;841;271282;32338;29410.35
8;t;GET;520;63531;6353;0;772;447920;34263;35075.11
8;t;GET;530;59267;5926;0;818;783782;36741;55420.19
8;t;GET;540;62176;6217;0;712;483140;34961;39397.30
8;t;GET;550;57625;5762;0;970;679379;37775;43644.63
8;t;GET;560;64016;6401;0;812;473051;33891;37391.39
8;t;GET;570;66471;6647;0;875;433658;32614;34669.70
8;t;GET;580;66083;6608;0;703;247730;32828;30613.42
8;t;GET;590;61597;6159;0;966;372103;35194;33660.40
8;t;GET;600;62659;6265;0;846;430202;34574;35162.07
8;t;GET;610;65534;6553;0;911;224178;33139;30832.24
8;t;GET;620;62682;6268;0;685;689132;34582;44425.06
8;t;GET;630;59952;5995;0;747;870004;36179;56774.30
8;t;GET;640;65891;6589;0;825;238256;32887;26857.73
8;t;GET;650;60577;6057;0;799;336311;35706;38049.45
8;t;GET;660;64153;6415;0;717;404380;33911;36720.13
8;t;GET;670;59131;5913;0;879;552210;36433;47297.83
8;t;GET;680;58757;5875;0;746;501503;37149;39398.71
8;t;GET;690;68538;6853;0;800;192733;31622;25907.69
8;t;GET;700;66480;6648;0;862;395706;32647;31635.21
8;t;GET;710;60599;6059;0;862;857629;35707;45746.65
8;t;GET;720;68044;6804;0;835;296061;31956;29343.09
8;t;GET;720;68044;6804;0;835;296061;31956;29343.09
8;global;GET;724.1;68044;6804;0;581;1076943;33543;35190
9;t;GET;10;58410;5841;0;2274;276967;37149;29163.10
9;t;GET;20;62265;6226;0;2249;285555;34995;25968.65
9;t;GET;30;59955;5995;0;2323;190446;36279;22867.60
9;t;GET;40;60750;6075;0;2419;227425;35852;26299.20
9;t;GET;50;56442;5644;0;2631;365151;38449;34286.05
9;t;GET;60;58721;5872;0;2481;332551;36915;30207.92
9;t;GET;70;52166;5216;0;2439;443767;41566;48054.78
9;t;GET;80;55792;5579;0;2190;637800;38785;36568.27
9;t;GET;90;58012;5801;0;2351;330789;37100;29956.70
9;t;GET;100;56291;5629;0;2174;421327;38911;36559.48
9;t;GET;110;56204;5620;0;2145;412454;38554;41612.47
9;t;GET;120;56885;5688;0;2521;315897;38104;35470.07
9;t;GET;130;58819;5881;0;2255;255071;36896;29652.47
9;t;GET;140;62295;6229;0;2259;261158;34817;29431.51
9;t;GET;150;59263;5926;0;2403;202769;36606;28818.37
9;t;GET;160;59624;5962;0;2337;279659;36352;28735.46
9;t;GET;170;58846;5884;0;2453;399616;36334;32279.04
9;t;GET;180;58207;5820;0;2140;257422;37781;30580.37
9;t;GET;190;57604;5760;0;2069;269059;37661;31411.42
9;t;GET;200;59631;5963;0;2147;481206;36367;34061.97
9;t;GET;210;52552;5255;0;2245;499449;41210;46856.34
9;t;GET;220;58665;5866;0;2534;222634;37088;30684.58
9;t;GET;230;61588;6158;0;2497;308626;35254;25741.81
9;t;GET;240;62685;6268;0;2226;185805;34592;23731.21
9;t;GET;250;52901;5290;0;2210;482499;40965;45132.80
9;t;GET;260;56159;5615;0;2436;512745;38646;35409.42
9;t;GET;270;59783;5978;0;2221;327406;35910;32115.15
9;t;GET;280;54610;5461;0;2310;413839;40072;40355.43
9;t;GET;290;59992;5999;0;2126;207158;36152;27544.47
9;t;GET;300;59939;5993;0;2242;375708;36205;31168.66
9;t;GET;310;56452;5645;0;2358;459236;38428;34916.30
9;t;GET;320;56081;5608;0;2346;342049;38772;36106.58
9;t;GET;330;58828;5882;0;2314;338963;36880;32965.43
9;t;GET;340;56264;5626;0;2526;323575;38508;35113.22
9;t;GET;350;58968;5896;0;2457;412559;36760;35903.90
9;t;GET;360;58041;5804;0;2371;318659;37346;33774.02
9;t;GET;370;58891;5889;0;2302;353249;36916;30990.24
9;t;GET;380;59101;5910;0;2116;562631;36611;33852.11
9;t;GET;390;60943;6094;0;2240;308195;34348;24585.35
9;t;GET;400;54415;5441;0;2443;1028484;41269;68986.31
9;t;GET;410;61108;6110;0;2476;296016;35485;29461.41
9;t;GET;420;55196;5519;0;2383;373035;39320;37440.79
9;t;GET;430;59751;5975;0;2173;232967;36282;29115.47
