memaslap_number;type;request_type;time;ops;tps;get_misses;min;max;avg;std
7;t;GET;10;69587;6958;0;928;439386;27663;26307.86
7;t;GET;20;60711;6071;0;1205;1330296;31753;60868.15
7;t;GET;30;72303;7230;0;1176;280985;26643;25640.42
7;t;GET;40;68329;6832;0;719;987346;28191;35224.58
7;t;GET;50;73724;7372;0;1070;279365;26149;20992.07
7;t;GET;60;66510;6651;0;911;1282685;29012;39228.10
7;t;GET;70;65855;6585;0;1042;331446;29286;30391.65
7;t;GET;80;67492;6749;0;988;433135;28524;29512.55
7;t;GET;90;67596;6759;0;1238;1084544;28544;36667.32
7;t;GET;100;71179;7117;0;838;226523;27074;23737.30
7;t;GET;110;68911;6891;0;1274;777457;27990;30531.00
7;t;GET;120;73489;7348;0;1149;332288;25355;19123.85
7;t;GET;130;63076;6307;0;1106;861402;30707;43202.13
7;t;GET;140;70297;7029;0;1329;621141;28198;34874.60
7;t;GET;150;69544;6954;0;1202;1252998;27730;37756.89
7;t;GET;160;77597;7759;0;1118;303365;24606;17276.81
7;t;GET;170;67113;6711;0;836;1190536;28996;39852.77
7;t;GET;180;60230;6023;0;1564;1189123;31994;74602.11
7;t;GET;190;70355;7035;0;995;316086;27390;24989.80
7;t;GET;200;64564;6456;0;878;970855;29781;42788.22
7;t;GET;210;63508;6350;0;1201;325145;30445;28414.39
7;t;GET;220;67932;6793;0;1081;1381904;28333;39469.25
7;t;GET;230;68113;6811;0;1018;374123;28315;27945.12
7;t;GET;240;70802;7080;0;941;1040378;27229;33627.63
7;t;GET;250;66714;6671;0;1098;300443;28879;32513.55
7;t;GET;260;57143;5714;0;1073;413286;33755;46495.95
7;t;GET;270;70780;7078;0;758;324952;27109;26443.15
7;t;GET;280;66695;6669;0;1149;572118;29033;36250.28
7;t;GET;290;57820;5782;0;671;1395938;33340;51862.26
7;t;GET;300;67019;6701;0;1528;808722;28786;38872.51
7;t;GET;310;66629;6662;0;1116;337169;29064;26284.69
7;t;GET;320;62839;6283;0;1083;1296355;30253;48881.08
7;t;GET;330;67856;6785;0;1024;406815;28524;32315.29
7;t;GET;340;65262;6526;0;964;761418;30173;37904.89
7;t;GET;350;68495;6849;0;1367;304435;28043;22187.45
7;t;GET;360;66374;6637;0;746;513348;29372;34470.30
7;t;GET;370;68919;6891;0;1369;994983;28098;36907.25
7;t;GET;380;58894;5889;0;949;1171427;32839;52636.08
7;t;GET;390;72348;7234;0;1009;1029654;26765;33398.41
7;t;GET;400;72828;7282;0;747;499923;26560;30384.94
7;t;GET;410;60116;6011;0;1109;1245293;32174;51194.65
7;t;GET;420;64914;6491;0;1165;366870;29719;34033.74
7;t;GET;430;67780;6778;0;1255;1007462;28411;32337.68
7;t;GET;440;67769;6776;0;847;966146;28459;34856.86
7;t;GET;450;73183;7318;0;861;1079124;26266;28520.94
7;t;GET;460;60099;6009;0;923;1447400;32159;44853.99
7;t;GET;470;69585;6958;0;973;1003565;27677;29923.77
7;t;GET;480;70206;7020;0;1159;528546;27470;26265.63
7;t;GET;490;59059;5905;0;1377;1021818;32636;44721.58
7;t;GET;500;67983;6798;0;1250;532970;28295;32721.47
7;t;GET;510;68456;6845;0;1412;1150065;27918;41393.21
7;t;GET;520;65856;6585;0;1326;989954;28988;34563.48
7;t;GET;530;62183;6218;0;1049;1135100;31628;54717.83
7;t;GET;540;64054;6405;0;1201;1074891;30095;41764.77
7;t;GET;550;69421;6942;0;888;941541;27756;29152.03
7;t;GET;560;70461;7046;0;1096;1018814;27348;31264.69
7;t;GET;570;66934;6693;0;940;1030539;28818;34205.56
7;t;GET;580;74626;7462;0;1101;262395;25811;21674.97
7;t;GET;590;49855;4985;0;911;1298621;38682;68629.07
7;t;GET;600;69137;6913;0;969;996847;27881;44153.12
7;t;GET;600;69137;6913;0;969;996847;27881;44153.12
7;global;GET;602.9;69137;6913;0;671;1447400;28812;37206
8;t;GET;10;69472;6947;0;558;267406;27406;22650.60
8;t;GET;20;59751;5975;0;1154;1563899;32622;62926.54
8;t;GET;30;73866;7386;0;840;279522;26045;23705.60
8;t;GET;40;68757;6875;0;821;979960;28124;36164.50
8;t;GET;50;72524;7252;0;974;241427;26712;22345.26
8;t;GET;60;66375;6637;0;1059;1278741;29143;37064.63
8;t;GET;70;66963;6696;0;817;513860;28868;29497.70
8;t;GET;80;68511;6851;0;885;430406;28292;28607.20
8;t;GET;90;66701;6670;0;1461;1081162;29032;37748.52
8;t;GET;100;71730;7173;0;811;227619;26940;23573.24
8;t;GET;110;68875;6887;0;914;763609;27956;30705.54
8;t;GET;120;77626;7762;0;854;238869;25066;18791.97
8;t;GET;130;62867;6286;0;1007;1108088;30805;43820.21
8;t;GET;140;69026;6902;0;1183;625443;28038;35230.63
8;t;GET;150;69719;6971;0;871;1253782;27721;38050.40
8;t;GET;160;78311;7831;0;982;304427;24670;17012.37
8;t;GET;170;66037;6603;0;786;954342;29397;41525.88
8;t;GET;180;60921;6092;0;1160;1189845;31748;73492.47
8;t;GET;190;70890;7089;0;617;315676;27264;24632.43
8;t;GET;200;66356;6635;0;775;970048;29132;41394.58
8;t;GET;210;64029;6402;0;709;321734;30202;27884.72
8;t;GET;220;67522;6752;0;828;1406051;28577;41130.28
8;t;GET;230;68217;6821;0;602;375111;28269;28026.11
8;t;GET;240;72482;7248;0;1186;1030773;26577;33083.05
8;t;GET;250;65665;6566;0;1311;954065;29366;33998.13
8;t;GET;260;57782;5778;0;1120;426851;32918;45856.67
8;t;GET;270;72158;7215;0;904;283598;26395;23079.24
8;t;GET;280;66057;6605;0;1106;594088;29907;39528.69
8;t;GET;290;57551;5755;0;645;1397121;33494;51381.21
8;t;GET;300;67350;6735;0;1194;809649;28622;39088.46
8;t;GET;310;66930;6693;0;1119;340166;28780;26150.74
8;t;GET;320;64514;6451;0;762;1287884;29896;47313.90
8;t;GET;330;68011;6801;0;1066;413462;28022;31604.50
8;t;GET;340;64544;6454;0;1072;760613;30193;38255.18
8;t;GET;350;68869;6886;0;1165;315181;27988;22293.57
8;t;GET;360;64096;6409;0;740;511903;30069;35425.23
8;t;GET;370;69172;6917;0;1451;799832;27731;35999.57
8;t;GET;380;60808;6080;0;1100;1033918;31783;50561.00
8;t;GET;390;71919;7191;0;846;483286;26659;30204.45
8;t;GET;400;72067;7206;0;1118;1026620;26835;35373.56
8;t;GET;410;58992;5899;0;1200;1029569;32818;51495.78
8;t;GET;420;67356;6735;0;1046;364066;28612;31875.35
8;t;GET;430;67797;6779;0;1125;1017773;28448;31641.51
8;t;GET;440;67162;6716;0;957;976855;28693;35637.40
8;t;GET;450;73312;7331;0;843;1055162;26295;29003.74
8;t;GET;460;60651;6065;0;783;979612;31688;43419.46
8;t;GET;470;70489;7048;0;1007;1447949;27446;30255.87
8;t;GET;480;69289;6928;0;996;374038;27779;27133.40
8;t;GET;490;60326;6032;0;1302;1021895;31975;43866.32
8;t;GET;500;68515;6851;0;871;415144;27735;31389.45
8;t;GET;510;68074;6807;0;1105;1152728;28707;42949.85
8;t;GET;520;67436;6743;0;995;546363;28539;32688.73
8;t;GET;530;60875;6087;0;972;1115014;31739;55564.44
8;t;GET;540;63481;6348;0;1078;1067405;30350;42837.15
8;t;GET;550;69727;6972;0;1016;962136;27647;29353.08
8;t;GET;560;72958;7295;0;1252;1014097;26452;28268.09
8;t;GET;570;66020;6602;0;1025;996139;29204;34879.53
8;t;GET;580;75180;7518;0;952;263231;25757;21963.33
8;t;GET;590;51664;5166;0;728;1621949;36979;65850.42
8;t;GET;600;64431;6443;0;741;965920;30378;45651.43
8;t;GET;600;64431;6443;0;741;965920;30378;45651.43
8;global;GET;603.2;64432;6443;0;558;1621949;28746;37053
9;t;GET;10;68190;6819;0;1337;267777;27939;22839.04
9;t;GET;20;59243;5924;0;1255;1562439;33117;63600.66
9;t;GET;30;72012;7201;0;886;272397;26525;24008.44
9;t;GET;40;67221;6722;0;679;997338;28759;35645.92
9;t;GET;50;71745;7174;0;824;279865;27079;22575.08
9;t;GET;60;66414;6641;0;720;1282328;29040;37000.69
9;t;GET;70;65306;6530;0;1107;512736;29480;29881.08
9;t;GET;80;66912;6691;0;866;430704;28818;28922.93
9;t;GET;90;65083;6508;0;1544;1076396;29624;38482.54
9;t;GET;100;70736;7073;0;849;227271;27243;23528.48
9;t;GET;110;67591;6759;0;955;762506;28520;31055.50
9;t;GET;120;75780;7578;0;1109;236143;25430;18900.17
9;t;GET;130;61319;6131;0;905;1108119;31449;42675.00
9;t;GET;140;67411;6741;0;1237;624408;28581;35644.17
9;t;GET;150;68370;6837;0;1067;1476738;28187;37965.26
9;t;GET;160;76742;7674;0;863;301113;25113;17043.50
9;t;GET;170;64560;6456;0;943;952955;29869;39013.81
9;t;GET;180;60038;6003;0;1363;1188734;32095;74647.74
9;t;GET;190;69263;6926;0;727;312759;27840;24923.65
9;t;GET;200;65680;6568;0;737;970831;29320;41442.43
9;t;GET;210;63378;6337;0;704;325263;30419;28008.12
9;t;GET;220;64718;6471;0;1048;1397385;29793;40720.97
9;t;GET;230;67460;6746;0;1129;375356;28575;27809.54
9;t;GET;240;71427;7142;0;1002;1030226;26924;32550.30
9;t;GET;250;66884;6688;0;1228;1135569;28864;32945.24
9;t;GET;260;55841;5584;0;1161;514413;33866;45471.97
9;t;GET;270;71447;7144;0;640;425958;27518;27911.55
9;t;GET;280;63975;6397;0;1280;597270;30166;38749.52
9;t;GET;290;55418;5541;0;766;1396738;34752;54097.28
9;t;GET;300;65458;6545;0;981;809636;29418;39583.18
9;t;GET;310;66306;6630;0;1257;344540;29103;26346.14
9;t;GET;320;64122;6412;0;959;1181574;30041;46463.23
9;t;GET;330;66522;6652;0;1298;1298838;28936;33834.12
9;t;GET;340;63808;6380;0;873;429073;29541;31998.52
9;t;GET;350;67429;6742;0;918;759244;29266;30832.44
9;t;GET;360;62990;6299;0;707;429158;30488;34318.85
9;t;GET;370;67183;6718;0;1443;805037;28889;36912.43
9;t;GET;380;61287;6128;0;1066;1029982;31592;49967.04
9;t;GET;390;71662;7166;0;980;296585;27010;27246.38
9;t;GET;400;69608;6960;0;1047;1018419;27840;39150.52
9;t;GET;410;57791;5779;0;1807;1188588;33469;52448.18
9;t;GET;420;66820;6682;0;995;368409;28963;31907.67
9;t;GET;430;66821;6682;0;1112;1003334;28945;33049.99
9;t;GET;440;66466;6646;0;862;1175815;28962;36608.40
9;t;GET;450;71142;7114;0;903;1093220;27141;30107.03
9;t;GET;460;61247;6124;0;807;1043321;31194;41621.48
9;t;GET;470;67704;6770;0;1271;1446704;28710;33723.53
9;t;GET;480;68446;6844;0;1162;528516;28194;26947.53
9;t;GET;490;59910;5991;0;1361;746270;31818;37581.61
9;t;GET;500;68804;6880;0;1303;1014578;28340;35725.40
9;t;GET;510;65317;6531;0;1237;1134868;29495;43601.89
9;t;GET;520;67155;6715;0;1029;332650;28427;31606.32
9;t;GET;530;59087;5908;0;972;1134834;32842;58181.11
9;t;GET;540;63715;6371;0;1321;1011420;29853;40386.24
9;t;GET;550;67147;6714;0;1079;962165;29175;33637.37
9;t;GET;560;71767;7176;0;1389;1051968;26961;29716.67
9;t;GET;570;65352;6535;0;902;1032744;29331;35523.45
9;t;GET;580;72825;7282;0;927;266284;26604;22571.52
9;t;GET;590;52495;5249;0;974;1293804;35986;62937.91
9;t;GET;600;62915;6291;0;892;998526;30320;38501.43
9;t;GET;600;62915;6291;0;892;998526;30320;38501.43
9;global;GET;602.8;62915;6291;0;640;1562439;29240;37353
