[INFO ] 2016-11-08 15:33:22.334 [main] UniformHasher - Hasher initialised.
[INFO ] 2016-11-08 15:33:22.336 [main] MiddlewareMain - Starting middleware...
[INFO ] 2016-11-08 15:33:22.336 [main] MiddlewareMain - [load balancer IP]: 10.0.0.6
[INFO ] 2016-11-08 15:33:22.336 [main] MiddlewareMain - [load balancer port]: 11212
[INFO ] 2016-11-08 15:33:22.336 [main] MiddlewareMain - [number of read threads per component]: 64
[INFO ] 2016-11-08 15:33:22.337 [main] MiddlewareMain - [replication factor]: 1
[INFO ] 2016-11-08 15:33:22.344 [main] MiddlewareMain - [memcached addresses]: [10.0.0.12:11211, 10.0.0.4:11211, 10.0.0.11:11211, 10.0.0.8:11211, 10.0.0.5:11211]
[INFO ] 2016-11-08 15:33:22.375 [main] WriteWorker - c0w0 connected to server /10.0.0.12:11211.
[INFO ] 2016-11-08 15:33:22.379 [pool-2-thread-1] WriteWorker - c0w0 started; writing to machines: [0].
[INFO ] 2016-11-08 15:33:22.391 [pool-2-thread-2] ReadWorker - c0r0 started.
[INFO ] 2016-11-08 15:33:22.399 [pool-2-thread-3] ReadWorker - c0r1 started.
[INFO ] 2016-11-08 15:33:22.400 [pool-2-thread-4] ReadWorker - c0r2 started.
[INFO ] 2016-11-08 15:33:22.408 [pool-2-thread-5] ReadWorker - c0r3 started.
[INFO ] 2016-11-08 15:33:22.409 [pool-2-thread-6] ReadWorker - c0r4 started.
[INFO ] 2016-11-08 15:33:22.410 [pool-2-thread-7] ReadWorker - c0r5 started.
[INFO ] 2016-11-08 15:33:22.411 [pool-2-thread-8] ReadWorker - c0r6 started.
[INFO ] 2016-11-08 15:33:22.412 [pool-2-thread-9] ReadWorker - c0r7 started.
[INFO ] 2016-11-08 15:33:22.414 [pool-2-thread-11] ReadWorker - c0r9 started.
[INFO ] 2016-11-08 15:33:22.414 [pool-2-thread-12] ReadWorker - c0r10 started.
[INFO ] 2016-11-08 15:33:22.417 [pool-2-thread-13] ReadWorker - c0r11 started.
[INFO ] 2016-11-08 15:33:22.418 [pool-2-thread-14] ReadWorker - c0r12 started.
[INFO ] 2016-11-08 15:33:22.426 [pool-2-thread-15] ReadWorker - c0r13 started.
[INFO ] 2016-11-08 15:33:22.426 [pool-2-thread-10] ReadWorker - c0r8 started.
[INFO ] 2016-11-08 15:33:22.427 [pool-2-thread-16] ReadWorker - c0r14 started.
[INFO ] 2016-11-08 15:33:22.428 [pool-2-thread-17] ReadWorker - c0r15 started.
[INFO ] 2016-11-08 15:33:22.429 [pool-2-thread-18] ReadWorker - c0r16 started.
[INFO ] 2016-11-08 15:33:22.430 [pool-2-thread-19] ReadWorker - c0r17 started.
[INFO ] 2016-11-08 15:33:22.430 [pool-2-thread-20] ReadWorker - c0r18 started.
[INFO ] 2016-11-08 15:33:22.438 [pool-2-thread-21] ReadWorker - c0r19 started.
[INFO ] 2016-11-08 15:33:22.438 [pool-2-thread-22] ReadWorker - c0r20 started.
[INFO ] 2016-11-08 15:33:22.440 [pool-2-thread-23] ReadWorker - c0r21 started.
[INFO ] 2016-11-08 15:33:22.440 [pool-2-thread-24] ReadWorker - c0r22 started.
