[INFO ] 2016-11-14 11:23:05.932 [main] UniformHasher - Hasher initialised.
[INFO ] 2016-11-14 11:23:05.941 [main] MiddlewareMain - Starting middleware...
[INFO ] 2016-11-14 11:23:05.941 [main] MiddlewareMain - [load balancer IP]: 10.0.0.6
[INFO ] 2016-11-14 11:23:05.941 [main] MiddlewareMain - [load balancer port]: 11212
[INFO ] 2016-11-14 11:23:05.941 [main] MiddlewareMain - [number of read threads per component]: 64
[INFO ] 2016-11-14 11:23:05.942 [main] MiddlewareMain - [replication factor]: 1
[INFO ] 2016-11-14 11:23:05.942 [main] MiddlewareMain - [memcached addresses]: [10.0.0.12:11211, 10.0.0.4:11211, 10.0.0.11:11211, 10.0.0.8:11211, 10.0.0.5:11211]
[INFO ] 2016-11-14 11:23:05.973 [main] WriteWorker - c0w0 connected to server /10.0.0.12:11211.
[INFO ] 2016-11-14 11:23:05.975 [pool-2-thread-1] WriteWorker - c0w0 started; writing to machines: [0].
[INFO ] 2016-11-14 11:23:05.988 [pool-2-thread-2] ReadWorker - c0r0 started.
[INFO ] 2016-11-14 11:23:05.989 [pool-2-thread-3] ReadWorker - c0r1 started.
[INFO ] 2016-11-14 11:23:05.990 [pool-2-thread-4] ReadWorker - c0r2 started.
[INFO ] 2016-11-14 11:23:05.997 [pool-2-thread-5] ReadWorker - c0r3 started.
[INFO ] 2016-11-14 11:23:05.998 [pool-2-thread-6] ReadWorker - c0r4 started.
[INFO ] 2016-11-14 11:23:05.998 [pool-2-thread-7] ReadWorker - c0r5 started.
[INFO ] 2016-11-14 11:23:05.999 [pool-2-thread-8] ReadWorker - c0r6 started.
[INFO ] 2016-11-14 11:23:06.000 [pool-2-thread-9] ReadWorker - c0r7 started.
[INFO ] 2016-11-14 11:23:06.000 [pool-2-thread-10] ReadWorker - c0r8 started.
[INFO ] 2016-11-14 11:23:06.001 [pool-2-thread-11] ReadWorker - c0r9 started.
[INFO ] 2016-11-14 11:23:06.001 [pool-2-thread-12] ReadWorker - c0r10 started.
[INFO ] 2016-11-14 11:23:06.004 [pool-2-thread-13] ReadWorker - c0r11 started.
[INFO ] 2016-11-14 11:23:06.011 [pool-2-thread-14] ReadWorker - c0r12 started.
[INFO ] 2016-11-14 11:23:06.012 [pool-2-thread-15] ReadWorker - c0r13 started.
[INFO ] 2016-11-14 11:23:06.013 [pool-2-thread-16] ReadWorker - c0r14 started.
[INFO ] 2016-11-14 11:23:06.014 [pool-2-thread-17] ReadWorker - c0r15 started.
[INFO ] 2016-11-14 11:23:06.015 [pool-2-thread-18] ReadWorker - c0r16 started.
[INFO ] 2016-11-14 11:23:06.015 [pool-2-thread-19] ReadWorker - c0r17 started.
[INFO ] 2016-11-14 11:23:06.016 [pool-2-thread-20] ReadWorker - c0r18 started.
[INFO ] 2016-11-14 11:23:06.024 [pool-2-thread-21] ReadWorker - c0r19 started.
[INFO ] 2016-11-14 11:23:06.025 [pool-2-thread-22] ReadWorker - c0r20 started.
[INFO ] 2016-11-14 11:23:06.026 [pool-2-thread-23] ReadWorker - c0r21 started.
[INFO ] 2016-11-14 11:23:06.027 [pool-2-thread-24] ReadWorker - c0r22 started.
[INFO ] 2016-11-14 11:23:06.027 [pool-2-thread-25] ReadWorker - c0r23 started.
[INFO ] 2016-11-14 11:23:06.028 [pool-2-thread-26] ReadWorker - c0r24 started.
[INFO ] 2016-11-14 11:23:06.029 [pool-2-thread-27] ReadWorker - c0r25 started.
[INFO ] 2016-11-14 11:23:06.030 [pool-2-thread-29] ReadWorker - c0r27 started.
[INFO ] 2016-11-14 11:23:06.030 [pool-2-thread-30] ReadWorker - c0r28 started.
[INFO ] 2016-11-14 11:23:06.029 [pool-2-thread-28] ReadWorker - c0r26 started.
[INFO ] 2016-11-14 11:23:06.038 [pool-2-thread-31] ReadWorker - c0r29 started.
[INFO ] 2016-11-14 11:23:06.039 [pool-2-thread-32] ReadWorker - c0r30 started.
[INFO ] 2016-11-14 11:23:06.040 [pool-2-thread-33] ReadWorker - c0r31 started.
[INFO ] 2016-11-14 11:23:06.041 [pool-2-thread-34] ReadWorker - c0r32 started.
[INFO ] 2016-11-14 11:23:06.048 [pool-2-thread-35] ReadWorker - c0r33 started.
[INFO ] 2016-11-14 11:23:06.083 [pool-2-thread-36] ReadWorker - c0r34 started.
[INFO ] 2016-11-14 11:23:06.083 [pool-2-thread-39] ReadWorker - c0r37 started.
[INFO ] 2016-11-14 11:23:06.083 [pool-2-thread-38] ReadWorker - c0r36 started.
[INFO ] 2016-11-14 11:23:06.084 [pool-2-thread-37] ReadWorker - c0r35 started.
[INFO ] 2016-11-14 11:23:06.085 [pool-2-thread-40] ReadWorker - c0r38 started.
[INFO ] 2016-11-14 11:23:06.086 [pool-2-thread-41] ReadWorker - c0r39 started.
[INFO ] 2016-11-14 11:23:06.092 [pool-2-thread-42] ReadWorker - c0r40 started.
[INFO ] 2016-11-14 11:23:06.094 [pool-2-thread-43] ReadWorker - c0r41 started.
[INFO ] 2016-11-14 11:23:06.095 [pool-2-thread-44] ReadWorker - c0r42 started.
[INFO ] 2016-11-14 11:23:06.096 [pool-2-thread-45] ReadWorker - c0r43 started.
[INFO ] 2016-11-14 11:23:06.096 [pool-2-thread-46] ReadWorker - c0r44 started.
[INFO ] 2016-11-14 11:23:06.097 [pool-2-thread-47] ReadWorker - c0r45 started.
[INFO ] 2016-11-14 11:23:06.098 [pool-2-thread-48] ReadWorker - c0r46 started.
[INFO ] 2016-11-14 11:23:06.106 [pool-2-thread-49] ReadWorker - c0r47 started.
[INFO ] 2016-11-14 11:23:06.108 [pool-2-thread-50] ReadWorker - c0r48 started.
[INFO ] 2016-11-14 11:23:06.109 [pool-2-thread-51] ReadWorker - c0r49 started.
[INFO ] 2016-11-14 11:23:06.110 [pool-2-thread-52] ReadWorker - c0r50 started.
[INFO ] 2016-11-14 11:23:06.112 [pool-2-thread-53] ReadWorker - c0r51 started.
[INFO ] 2016-11-14 11:23:06.120 [pool-2-thread-54] ReadWorker - c0r52 started.
[INFO ] 2016-11-14 11:23:06.121 [pool-2-thread-55] ReadWorker - c0r53 started.
[INFO ] 2016-11-14 11:23:06.132 [pool-2-thread-56] ReadWorker - c0r54 started.
[INFO ] 2016-11-14 11:23:06.134 [pool-2-thread-57] ReadWorker - c0r55 started.
[INFO ] 2016-11-14 11:23:06.135 [pool-2-thread-58] ReadWorker - c0r56 started.
[INFO ] 2016-11-14 11:23:06.143 [pool-2-thread-59] ReadWorker - c0r57 started.
[INFO ] 2016-11-14 11:23:06.143 [pool-2-thread-60] ReadWorker - c0r58 started.
[INFO ] 2016-11-14 11:23:06.144 [pool-2-thread-61] ReadWorker - c0r59 started.
[INFO ] 2016-11-14 11:23:06.145 [pool-2-thread-62] ReadWorker - c0r60 started.
[INFO ] 2016-11-14 11:23:06.146 [pool-2-thread-63] ReadWorker - c0r61 started.
[INFO ] 2016-11-14 11:23:06.147 [pool-2-thread-64] ReadWorker - c0r62 started.
[INFO ] 2016-11-14 11:23:06.148 [main] MiddlewareComponent - MiddlewareComponent #0 initialised.
[INFO ] 2016-11-14 11:23:06.148 [pool-2-thread-65] ReadWorker - c0r63 started.
[INFO ] 2016-11-14 11:23:06.150 [main] WriteWorker - c1w0 connected to server /10.0.0.4:11211.
[INFO ] 2016-11-14 11:23:06.157 [pool-2-thread-66] WriteWorker - c1w0 started; writing to machines: [1].
[INFO ] 2016-11-14 11:23:06.158 [pool-2-thread-67] ReadWorker - c1r0 started.
[INFO ] 2016-11-14 11:23:06.158 [pool-2-thread-68] ReadWorker - c1r1 started.
[INFO ] 2016-11-14 11:23:06.159 [pool-2-thread-69] ReadWorker - c1r2 started.
[INFO ] 2016-11-14 11:23:06.160 [pool-2-thread-70] ReadWorker - c1r3 started.
[INFO ] 2016-11-14 11:23:06.160 [pool-2-thread-71] ReadWorker - c1r4 started.
[INFO ] 2016-11-14 11:23:06.161 [pool-2-thread-72] ReadWorker - c1r5 started.
[INFO ] 2016-11-14 11:23:06.162 [pool-2-thread-73] ReadWorker - c1r6 started.
[INFO ] 2016-11-14 11:23:06.162 [pool-2-thread-74] ReadWorker - c1r7 started.
[INFO ] 2016-11-14 11:23:06.170 [pool-2-thread-75] ReadWorker - c1r8 started.
[INFO ] 2016-11-14 11:23:06.170 [pool-2-thread-76] ReadWorker - c1r9 started.
[INFO ] 2016-11-14 11:23:06.172 [pool-2-thread-77] ReadWorker - c1r10 started.
[INFO ] 2016-11-14 11:23:06.173 [pool-2-thread-78] ReadWorker - c1r11 started.
