[INFO ] 2016-11-08 11:27:14.404 [main] UniformHasher - Hasher initialised.
[INFO ] 2016-11-08 11:27:14.406 [main] MiddlewareMain - Starting middleware...
[INFO ] 2016-11-08 11:27:14.406 [main] MiddlewareMain - [load balancer IP]: 10.0.0.6
[INFO ] 2016-11-08 11:27:14.406 [main] MiddlewareMain - [load balancer port]: 11212
[INFO ] 2016-11-08 11:27:14.406 [main] MiddlewareMain - [number of read threads per component]: 1
[INFO ] 2016-11-08 11:27:14.407 [main] MiddlewareMain - [replication factor]: 1
[INFO ] 2016-11-08 11:27:14.407 [main] MiddlewareMain - [memcached addresses]: [10.0.0.12:11211, 10.0.0.4:11211, 10.0.0.11:11211, 10.0.0.8:11211, 10.0.0.5:11211]
[INFO ] 2016-11-08 11:30:14.696 [pool-2-thread-11] LoadBalancer - Processed  25976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:18.643 [pool-2-thread-11] LoadBalancer - Processed  26976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:22.947 [pool-2-thread-11] LoadBalancer - Processed  27976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:26.923 [pool-2-thread-11] LoadBalancer - Processed  28976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:30.968 [pool-2-thread-11] LoadBalancer - Processed  29976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:35.016 [pool-2-thread-11] LoadBalancer - Processed  30976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:39.004 [pool-2-thread-11] LoadBalancer - Processed  31976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:43.032 [pool-2-thread-11] LoadBalancer - Processed  32976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:47.040 [pool-2-thread-11] LoadBalancer - Processed  33976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:51.392 [pool-2-thread-11] LoadBalancer - Processed  34976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:55.497 [pool-2-thread-11] LoadBalancer - Processed  35976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:30:59.628 [pool-2-thread-11] LoadBalancer - Processed  36976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:03.608 [pool-2-thread-11] LoadBalancer - Processed  37976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:07.744 [pool-2-thread-11] LoadBalancer - Processed  38976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:12.152 [pool-2-thread-11] LoadBalancer - Processed  39976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:16.264 [pool-2-thread-11] LoadBalancer - Processed  40976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:20.332 [pool-2-thread-11] LoadBalancer - Processed  41976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:24.476 [pool-2-thread-11] LoadBalancer - Processed  42976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:28.560 [pool-2-thread-11] LoadBalancer - Processed  43976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:32.780 [pool-2-thread-11] LoadBalancer - Processed  44976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:37.012 [pool-2-thread-11] LoadBalancer - Processed  45976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:41.156 [pool-2-thread-11] LoadBalancer - Processed  46976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:45.420 [pool-2-thread-11] LoadBalancer - Processed  47976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:49.816 [pool-2-thread-11] LoadBalancer - Processed  48976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:54.100 [pool-2-thread-11] LoadBalancer - Processed  49976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:31:58.356 [pool-2-thread-11] LoadBalancer - Processed  50976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:02.680 [pool-2-thread-11] LoadBalancer - Processed  51976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:06.944 [pool-2-thread-11] LoadBalancer - Processed  52976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:11.384 [pool-2-thread-11] LoadBalancer - Processed  53976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:16.036 [pool-2-thread-11] LoadBalancer - Processed  54976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:20.444 [pool-2-thread-11] LoadBalancer - Processed  55976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:25.076 [pool-2-thread-11] LoadBalancer - Processed  56976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:29.764 [pool-2-thread-11] LoadBalancer - Processed  57976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:34.336 [pool-2-thread-11] LoadBalancer - Processed  58976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:39.528 [pool-2-thread-11] LoadBalancer - Processed  59976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:44.896 [pool-2-thread-11] LoadBalancer - Processed  60976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:50.609 [pool-2-thread-11] LoadBalancer - Processed  61976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:32:57.501 [pool-2-thread-11] LoadBalancer - Processed  62976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:33:04.241 [pool-2-thread-11] LoadBalancer - Processed  63976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:33:11.269 [pool-2-thread-11] LoadBalancer - Processed  64976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:33:18.981 [pool-2-thread-11] LoadBalancer - Processed  65976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:33:26.721 [pool-2-thread-11] LoadBalancer - Processed  66976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:33:34.337 [pool-2-thread-11] LoadBalancer - Processed  67976 reads and   1024 writes so far.
[INFO ] 2016-11-08 11:33:42.069 [pool-2-thread-11] LoadBalancer - Processed  68976 reads and   1024 writes so far.
