memaslap_number;type;request_type;time;ops;tps;get_misses;min;max;avg;std
7;t;GET;10;1405;140;0;722;14109;7142;2371.25
7;t;GET;20;1383;138;0;603;26963;7256;2328.27
7;t;GET;30;1318;131;0;573;19475;7614;1661.28
7;t;GET;40;1324;132;0;525;19516;7577;1855.42
7;t;GET;50;1338;133;0;453;36934;7500;2147.32
7;t;GET;60;1335;133;0;688;21244;7520;2067.16
7;t;GET;70;1314;131;0;548;17771;7634;1714.08
7;t;GET;80;1316;131;0;530;15260;7629;1875.99
7;t;GET;90;1296;129;0;649;37964;7744;1751.46
7;t;GET;100;1576;157;0;516;18853;6367;2268.96
7;t;GET;110;2569;256;0;530;13793;3892;930.13
7;t;GET;120;2534;253;0;661;65162;3971;1649.79
7;t;GET;130;2566;256;0;510;30265;3909;1101.16
7;t;GET;140;2570;257;0;435;20022;3912;1122.75
7;t;GET;150;2533;253;0;463;16980;3961;1146.38
7;t;GET;160;2451;245;0;395;13676;4091;1435.73
7;t;GET;170;2487;248;0;522;43614;4035;1349.95
7;t;GET;180;2499;249;0;404;13466;4014;1078.67
7;t;GET;190;2386;238;0;557;26783;4204;1409.54
7;t;GET;200;2475;247;0;451;13506;4053;1072.37
7;t;GET;210;2366;236;0;613;15542;4240;1493.87
7;t;GET;220;2442;244;0;566;13742;4108;1329.17
7;t;GET;230;2395;239;0;408;91850;4189;2199.95
7;t;GET;240;2385;238;0;468;16899;4207;1389.24
7;t;GET;250;2324;232;0;456;14672;4317;1586.76
7;t;GET;260;2341;234;0;629;17811;4285;1491.50
7;t;GET;270;2211;221;0;506;12535;4537;1657.27
7;t;GET;280;2206;220;0;469;23774;4548;1694.17
7;t;GET;290;2107;210;0;519;14267;4762;1845.20
7;t;GET;300;1895;189;0;540;26601;5295;2102.42
7;t;GET;310;1544;154;0;503;16521;6499;2099.62
7;t;GET;320;1507;150;0;510;28284;6656;2260.98
7;t;GET;330;1324;132;0;693;13293;7579;1540.64
7;t;GET;340;1295;129;0;727;17227;7749;1343.69
7;t;GET;350;1319;131;0;642;31596;7611;1798.02
7;t;GET;360;1300;130;0;673;17821;7719;1489.23
7;t;GET;360;1300;130;0;673;17821;7719;1489.23
7;global;GET;361.5;1300;130;0;395;91850;5187;2220
