memaslap_number;type;request_type;time;ops;tps;get_misses;min;max;avg;std
7;t;GET;10;63382;6338;0;639;195199;15248;13429.51
7;t;GET;20;61713;6171;0;804;611215;15687;18717.25
7;t;GET;30;64055;6405;0;697;125113;15093;10588.77
7;t;GET;40;60748;6074;0;827;363167;15896;20061.81
7;t;GET;50;64369;6436;0;717;248880;14974;13496.78
7;t;GET;60;65695;6569;0;819;127980;14671;10212.50
7;t;GET;70;63713;6371;0;701;188773;15076;12030.21
7;t;GET;80;65009;6500;0;659;259073;14871;14438.97
7;t;GET;90;67088;6708;0;735;129710;14371;9889.60
7;t;GET;100;62549;6254;0;684;269485;15444;16259.54
7;t;GET;110;58729;5872;0;539;206896;16403;17557.40
7;t;GET;120;64066;6406;0;637;280673;15047;13292.63
7;t;GET;130;60882;6088;0;607;227345;15824;16901.71
7;t;GET;140;63718;6371;0;694;155548;15125;12563.84
7;t;GET;150;67159;6715;0;735;150275;14346;10334.84
7;t;GET;160;66003;6600;0;542;171233;14599;10715.31
7;t;GET;170;61446;6144;0;707;287155;15686;15368.26
7;t;GET;180;60703;6070;0;626;519702;15420;20150.09
7;t;GET;190;64314;6431;0;754;478245;15409;20125.17
7;t;GET;200;61499;6149;0;651;260274;15667;15567.17
7;t;GET;210;62717;6271;0;715;223836;15371;14686.74
7;t;GET;220;57957;5795;0;825;570177;16102;19754.46
7;t;GET;230;60595;6059;0;676;446344;16405;22830.09
7;t;GET;240;59551;5955;0;686;638003;16167;28817.90
7;t;GET;250;69997;6999;0;679;186686;13758;7874.08
7;t;GET;260;62506;6250;0;698;283562;15439;15773.88
7;t;GET;270;60364;6036;0;730;495790;15195;13785.22
7;t;GET;280;67693;6769;0;722;735933;14919;28114.92
7;t;GET;290;59957;5995;0;663;564953;16080;22246.90
7;t;GET;300;60443;6044;0;610;216128;15939;15865.65
7;t;GET;310;63617;6361;0;732;222643;15149;13971.28
7;t;GET;320;64941;6494;0;754;177057;14840;11932.47
7;t;GET;330;59950;5995;0;910;237803;16070;17858.23
7;t;GET;340;63241;6324;0;517;323186;15240;14719.40
7;t;GET;350;63841;6384;0;694;240099;15095;15019.67
7;t;GET;360;58592;5859;0;663;341274;16448;21960.25
7;t;GET;370;62510;6251;0;791;326041;15411;17982.72
7;t;GET;380;60657;6065;0;715;269053;15876;17901.76
7;t;GET;390;58019;5801;0;545;276641;16585;18573.07
7;t;GET;400;61945;6194;0;811;196558;15600;14649.29
