memaslap_number;type;request_type;time;ops;tps;get_misses;min;max;avg;std
7;t;GET;10;61615;6161;0;530;216053;7842;5833.68
7;t;GET;20;55805;5580;0;678;247497;8667;10005.28
7;t;GET;30;57019;5701;0;660;236600;8481;6651.46
7;t;GET;40;57054;5705;0;587;183752;8473;9173.91
7;t;GET;50;57387;5738;0;674;59341;8431;5009.77
7;t;GET;60;56845;5684;0;629;216715;8497;6969.92
7;t;GET;70;53231;5323;0;525;784668;9046;21034.33
7;t;GET;80;58463;5846;0;570;281412;8246;5670.06
7;t;GET;90;57708;5770;0;624;297302;8354;10037.61
7;t;GET;100;57803;5780;0;597;448874;8340;8770.92
7;t;GET;110;58574;5857;0;591;306879;8228;6216.97
7;t;GET;120;52740;5274;0;596;279217;9138;12152.62
7;t;GET;130;58186;5818;0;539;236077;8279;6344.46
7;t;GET;140;56475;5647;0;531;227418;8539;7097.10
7;t;GET;150;57868;5786;0;570;115011;8321;6340.29
7;t;GET;160;54706;5470;0;512;520228;8813;16178.48
7;t;GET;170;56972;5697;0;582;315028;8454;8991.03
7;t;GET;180;59086;5908;0;639;82654;8155;5490.59
7;t;GET;190;57339;5733;0;674;220768;8400;6342.31
7;t;GET;200;53984;5398;0;568;298940;8931;10712.06
7;t;GET;210;55793;5579;0;620;180093;8603;7318.96
7;t;GET;220;52646;5264;0;703;233975;9187;8471.32
7;t;GET;230;46121;4612;0;578;515942;10452;21354.04
7;t;GET;240;58341;5834;0;550;219055;8258;7458.58
7;t;GET;250;60138;6013;0;495;142355;8010;5806.91
7;t;GET;260;55104;5510;0;533;392554;8746;13252.16
7;t;GET;270;55798;5579;0;748;213817;8632;10321.16
7;t;GET;280;54468;5446;0;641;192148;8844;8987.39
7;t;GET;290;53742;5374;0;612;235769;8965;11024.43
7;t;GET;300;55757;5575;0;564;195401;8635;8032.30
7;t;GET;310;53043;5304;0;413;313610;9085;12554.81
7;t;GET;320;54369;5436;0;622;303470;8856;11306.72
7;t;GET;330;58856;5885;0;579;116644;8188;6035.54
7;t;GET;340;53680;5368;0;626;318837;8977;11521.78
7;t;GET;350;56594;5659;0;588;305361;8441;6413.65
7;t;GET;360;56451;5645;0;487;336945;8597;7884.71
7;t;GET;370;53951;5395;0;666;293260;8936;9316.30
