type,flag,timeCreated,timeEnqueued,timeDequeued,timeForwarded,timeReceived,timeReturned
SET,STORED,1478609913259,1478609913266,1478609913267,1478609913267,1478609913268,1478609913268
SET,STORED,1478609913315,1478609913315,1478609913335,1478609913335,1478609913336,1478609913336
SET,STORED,1478609913348,1478609913348,1478609913360,1478609913360,1478609913360,1478609913360
SET,STORED,1478609913399,1478609913399,1478609913415,1478609913415,1478609913415,1478609913415
SET,STORED,1478609913429,1478609913429,1478609913437,1478609913437,1478609913438,1478609913438
SET,STORED,1478609913450,1478609913450,1478609913466,1478609913466,1478609913468,1478609913468
SET,STORED,1478609913479,1478609913479,1478609913500,1478609913500,1478609913510,1478609913510
SET,STORED,1478609913513,1478609913513,1478609913539,1478609913539,1478609913542,1478609913542
SET,STORED,1478609913542,1478609913542,1478609913546,1478609913546,1478609913547,1478609913547
SET,STORED,1478609913569,1478609913569,1478609913571,1478609913571,1478609913571,1478609913571
SET,STORED,1478609913592,1478609913592,1478609913600,1478609913600,1478609913600,1478609913600
SET,STORED,1478609913619,1478609913619,1478609913636,1478609913636,1478609913637,1478609913637
SET,STORED,1478609913641,1478609913641,1478609913646,1478609913646,1478609913647,1478609913647
SET,STORED,1478609913660,1478609913660,1478609913665,1478609913665,1478609913666,1478609913666
SET,STORED,1478609913672,1478609913672,1478609913688,1478609913688,1478609913688,1478609913688
SET,STORED,1478609913693,1478609913693,1478609913709,1478609913709,1478609913713,1478609913713
SET,STORED,1478609913712,1478609913712,1478609913732,1478609913732,1478609913732,1478609913732
SET,STORED,1478609913724,1478609913724,1478609913746,1478609913746,1478609913747,1478609913747
SET,STORED,1478609913752,1478609913752,1478609913797,1478609913797,1478609913800,1478609913800
SET,STORED,1478609913772,1478609913772,1478609913808,1478609913808,1478609913816,1478609913816
SET,STORED,1478609913805,1478609913805,1478609913820,1478609913820,1478609913820,1478609913820
SET,STORED,1478609913846,1478609913846,1478609913862,1478609913862,1478609913862,1478609913862
SET,STORED,1478609913825,1478609913825,1478609913893,1478609913893,1478609913893,1478609913893
SET,STORED,1478609913866,1478609913866,1478609913903,1478609913903,1478609913904,1478609913904
SET,STORED,1478609913896,1478609913896,1478609913906,1478609913906,1478609913906,1478609913906
SET,STORED,1478609913919,1478609913919,1478609913940,1478609913940,1478609913941,1478609913941
SET,STORED,1478609913950,1478609913950,1478609913963,1478609913963,1478609913964,1478609913964
SET,STORED,1478609913963,1478609913963,1478609914009,1478609914009,1478609914009,1478609914009
SET,STORED,1478609914004,1478609914004,1478609914010,1478609914010,1478609914010,1478609914010
SET,STORED,1478609913982,1478609913982,1478609914026,1478609914026,1478609914034,1478609914034
SET,STORED,1478609914024,1478609914024,1478609914049,1478609914049,1478609914051,1478609914058
SET,STORED,1478609914052,1478609914052,1478609914060,1478609914060,1478609914060,1478609914060
