memaslap_number;type;request_type;time;ops;tps;get_misses;min;max;avg;std
7;t;GET;10;37038;3703;0;289;183401;3262;5102.11
7;t;GET;20;37554;3755;0;295;173778;3217;4769.51
7;t;GET;30;36900;3690;0;308;171497;3276;4762.67
7;t;GET;40;37464;3746;0;305;38363;3225;3893.99
7;t;GET;50;36513;3651;0;293;182410;3312;5104.20
7;t;GET;60;36586;3658;0;299;28176;3303;3900.76
7;t;GET;70;36234;3623;0;287;62916;3335;4190.82
7;t;GET;80;35678;3567;0;303;357848;3388;7220.79
7;t;GET;90;36672;3667;0;295;82637;3296;3915.72
7;t;GET;100;36846;3684;0;303;178102;3275;4862.15
7;t;GET;110;37212;3721;0;268;37951;3237;3712.28
7;t;GET;120;37666;3766;0;304;47180;3197;3672.91
7;t;GET;130;36103;3610;0;294;154246;3335;4921.95
7;t;GET;140;36285;3628;0;296;28623;3317;3693.23
7;t;GET;150;37127;3712;0;304;38830;3243;3679.34
7;t;GET;160;36464;3646;0;301;102141;3302;4204.91
7;t;GET;170;36213;3621;0;303;57856;3322;3803.91
7;t;GET;180;36571;3657;0;320;106761;3292;4119.37
7;t;GET;190;36366;3636;0;300;55869;3310;3846.28
7;t;GET;200;35449;3544;0;310;132396;3395;4430.41
7;t;GET;210;37403;3740;0;320;28407;3217;3583.06
7;t;GET;220;35755;3575;0;308;135526;3366;4690.64
7;t;GET;230;35878;3587;0;328;69998;3355;3868.12
7;t;GET;240;32653;3265;0;304;518141;3689;11130.87
7;t;GET;250;35200;3520;0;278;214773;3420;5517.26
7;t;GET;260;37071;3707;0;321;51440;3246;3787.90
7;t;GET;270;34404;3440;0;292;265307;3500;6366.76
7;t;GET;280;33176;3317;0;297;973367;3629;18888.61
7;t;GET;290;32063;3206;0;320;500426;3754;12243.28
7;t;GET;300;35657;3565;0;309;68544;3377;3883.34
7;t;GET;310;35866;3586;0;324;37795;3354;3821.44
7;t;GET;320;33917;3391;0;289;369213;3551;8476.90
7;t;GET;330;35370;3537;0;306;66303;3402;3984.61
7;t;GET;340;35099;3509;0;301;378489;3429;7089.99
7;t;GET;350;35002;3500;0;300;172648;3440;5795.42
7;t;GET;360;36573;3657;0;324;37034;3292;3648.29
7;t;GET;360;36573;3657;0;324;37034;3292;3648.29
7;global;GET;361.8;36573;3657;0;268;973367;3353;6063
8;t;GET;10;31236;3123;0;373;183424;3854;5487.96
8;t;GET;20;31569;3156;0;331;176434;3813;5065.80
8;t;GET;30;32191;3219;0;336;171902;3740;5201.14
8;t;GET;40;31313;3131;0;319;38620;3842;4091.42
8;t;GET;50;29994;2999;0;344;185716;4017;5405.02
8;t;GET;60;30568;3056;0;361;28233;3937;4085.45
8;t;GET;70;30725;3072;0;370;100910;3921;4396.11
8;t;GET;80;30698;3069;0;348;363862;3923;7907.30
8;t;GET;90;31264;3126;0;362;85178;3851;4075.57
8;t;GET;100;32256;3225;0;353;178217;3730;4997.77
8;t;GET;110;30174;3017;0;371;38237;3991;3890.93
8;t;GET;120;29459;2945;0;381;47645;4086;3878.50
8;t;GET;130;30276;3027;0;317;154407;3976;5126.45
