type,flag,timeCreated,timeEnqueued,timeDequeued,timeForwarded,timeReceived,timeReturned
SET,STORED,1478615586032,1478615586032,1478615586037,1478615586038,1478615586040,1478615586040
SET,STORED,1478615586109,1478615586109,1478615586116,1478615586116,1478615586116,1478615586116
SET,STORED,1478615586139,1478615586139,1478615586167,1478615586167,1478615586167,1478615586167
SET,STORED,1478615586178,1478615586178,1478615586187,1478615586187,1478615586187,1478615586187
SET,STORED,1478615586200,1478615586200,1478615586217,1478615586217,1478615586217,1478615586217
SET,STORED,1478615586228,1478615586228,1478615586229,1478615586229,1478615586229,1478615586229
SET,STORED,1478615586249,1478615586249,1478615586254,1478615586254,1478615586262,1478615586262
SET,STORED,1478615586272,1478615586272,1478615586291,1478615586291,1478615586292,1478615586292
SET,STORED,1478615586292,1478615586292,1478615586295,1478615586295,1478615586295,1478615586295
SET,STORED,1478615586317,1478615586317,1478615586321,1478615586321,1478615586330,1478615586330
SET,STORED,1478615586347,1478615586347,1478615586357,1478615586357,1478615586357,1478615586357
SET,STORED,1478615586367,1478615586367,1478615586373,1478615586374,1478615586381,1478615586381
SET,STORED,1478615586396,1478615586396,1478615586413,1478615586413,1478615586414,1478615586414
SET,STORED,1478615586415,1478615586415,1478615586441,1478615586441,1478615586442,1478615586442
SET,STORED,1478615586436,1478615586436,1478615586458,1478615586458,1478615586466,1478615586466
SET,STORED,1478615586450,1478615586450,1478615586480,1478615586480,1478615586481,1478615586481
SET,STORED,1478615586468,1478615586468,1478615586483,1478615586483,1478615586491,1478615586491
SET,STORED,1478615586485,1478615586485,1478615586503,1478615586503,1478615586505,1478615586506
SET,STORED,1478615586510,1478615586510,1478615586522,1478615586522,1478615586522,1478615586522
SET,STORED,1478615586528,1478615586528,1478615586535,1478615586535,1478615586535,1478615586535
SET,STORED,1478615586539,1478615586539,1478615586586,1478615586586,1478615586596,1478615586597
SET,STORED,1478615586607,1478615586607,1478615586619,1478615586619,1478615586619,1478615586619
SET,STORED,1478615586627,1478615586627,1478615586629,1478615586629,1478615586630,1478615586630
SET,STORED,1478615586558,1478615586558,1478615586640,1478615586640,1478615586642,1478615586642
SET,STORED,1478615586578,1478615586578,1478615586681,1478615586681,1478615586683,1478615586683
SET,STORED,1478615586678,1478615586678,1478615586692,1478615586692,1478615586693,1478615586693
SET,STORED,1478615586648,1478615586648,1478615586692,1478615586692,1478615586693,1478615586693
SET,STORED,1478615586731,1478615586731,1478615586739,1478615586739,1478615586739,1478615586739
SET,STORED,1478615586743,1478615586743,1478615586774,1478615586774,1478615586776,1478615586776
SET,STORED,1478615586771,1478615586771,1478615586798,1478615586798,1478615586799,1478615586799
SET,STORED,1478615586704,1478615586704,1478615586806,1478615586806,1478615586814,1478615586814
SET,STORED,1478615586801,1478615586801,1478615586817,1478615586817,1478615586825,1478615586825
SET,STORED,1478615586813,1478615586813,1478615586839,1478615586839,1478615586839,1478615586839
SET,STORED,1478615586782,1478615586782,1478615586864,1478615586864,1478615586866,1478615586866
SET,STORED,1478615586851,1478615586851,1478615586876,1478615586876,1478615586877,1478615586877
