[INFO ] 2016-11-08 18:13:57.375 [main] UniformHasher - Hasher initialised.
[INFO ] 2016-11-08 18:13:57.383 [main] MiddlewareMain - Starting middleware...
[INFO ] 2016-11-08 18:13:57.383 [main] MiddlewareMain - [load balancer IP]: 10.0.0.6
[INFO ] 2016-11-08 18:13:57.384 [main] MiddlewareMain - [load balancer port]: 11212
[INFO ] 2016-11-08 18:13:57.384 [main] MiddlewareMain - [number of read threads per component]: 64
[INFO ] 2016-11-08 18:13:57.384 [main] MiddlewareMain - [replication factor]: 1
[INFO ] 2016-11-08 18:13:57.384 [main] MiddlewareMain - [memcached addresses]: [10.0.0.12:11211, 10.0.0.4:11211, 10.0.0.11:11211, 10.0.0.8:11211, 10.0.0.5:11211]
[INFO ] 2016-11-08 18:13:57.415 [main] WriteWorker - c0w0 connected to server /10.0.0.12:11211.
[INFO ] 2016-11-08 18:13:57.417 [pool-2-thread-1] WriteWorker - c0w0 started; writing to machines: [0].
[INFO ] 2016-11-08 18:13:57.436 [pool-2-thread-2] ReadWorker - c0r0 started.
[INFO ] 2016-11-08 18:13:57.437 [pool-2-thread-3] ReadWorker - c0r1 started.
[INFO ] 2016-11-08 18:13:57.438 [pool-2-thread-4] ReadWorker - c0r2 started.
[INFO ] 2016-11-08 18:13:57.438 [pool-2-thread-5] ReadWorker - c0r3 started.
[INFO ] 2016-11-08 18:13:57.445 [pool-2-thread-6] ReadWorker - c0r4 started.
[INFO ] 2016-11-08 18:13:57.447 [pool-2-thread-7] ReadWorker - c0r5 started.
[INFO ] 2016-11-08 18:13:57.447 [pool-2-thread-8] ReadWorker - c0r6 started.
[INFO ] 2016-11-08 18:13:57.447 [pool-2-thread-9] ReadWorker - c0r7 started.
[INFO ] 2016-11-08 18:13:57.448 [pool-2-thread-10] ReadWorker - c0r8 started.
[INFO ] 2016-11-08 18:13:57.448 [pool-2-thread-11] ReadWorker - c0r9 started.
[INFO ] 2016-11-08 18:13:57.450 [pool-2-thread-13] ReadWorker - c0r11 started.
[INFO ] 2016-11-08 18:13:57.451 [pool-2-thread-14] ReadWorker - c0r12 started.
[INFO ] 2016-11-08 18:13:57.449 [pool-2-thread-12] ReadWorker - c0r10 started.
[INFO ] 2016-11-08 18:13:57.458 [pool-2-thread-15] ReadWorker - c0r13 started.
[INFO ] 2016-11-08 18:13:57.459 [pool-2-thread-16] ReadWorker - c0r14 started.
[INFO ] 2016-11-08 18:13:57.460 [pool-2-thread-17] ReadWorker - c0r15 started.
[INFO ] 2016-11-08 18:13:57.460 [pool-2-thread-18] ReadWorker - c0r16 started.
[INFO ] 2016-11-08 18:13:57.461 [pool-2-thread-19] ReadWorker - c0r17 started.
[INFO ] 2016-11-08 18:13:57.461 [pool-2-thread-20] ReadWorker - c0r18 started.
[INFO ] 2016-11-08 18:13:57.462 [pool-2-thread-21] ReadWorker - c0r19 started.
[INFO ] 2016-11-08 18:13:57.463 [pool-2-thread-22] ReadWorker - c0r20 started.
[INFO ] 2016-11-08 18:13:57.472 [pool-2-thread-23] ReadWorker - c0r21 started.
[INFO ] 2016-11-08 18:13:57.472 [pool-2-thread-24] ReadWorker - c0r22 started.
[INFO ] 2016-11-08 18:13:57.473 [pool-2-thread-25] ReadWorker - c0r23 started.
[INFO ] 2016-11-08 18:13:57.474 [pool-2-thread-26] ReadWorker - c0r24 started.
[INFO ] 2016-11-08 18:13:57.474 [pool-2-thread-27] ReadWorker - c0r25 started.
[INFO ] 2016-11-08 18:13:57.478 [pool-2-thread-30] ReadWorker - c0r28 started.
[INFO ] 2016-11-08 18:13:57.478 [pool-2-thread-31] ReadWorker - c0r29 started.
[INFO ] 2016-11-08 18:13:57.479 [pool-2-thread-32] ReadWorker - c0r30 started.
[INFO ] 2016-11-08 18:13:57.475 [pool-2-thread-28] ReadWorker - c0r26 started.
[INFO ] 2016-11-08 18:13:57.476 [pool-2-thread-29] ReadWorker - c0r27 started.
[INFO ] 2016-11-08 18:13:57.487 [pool-2-thread-33] ReadWorker - c0r31 started.
[INFO ] 2016-11-08 18:13:57.488 [pool-2-thread-34] ReadWorker - c0r32 started.
[INFO ] 2016-11-08 18:13:57.543 [pool-2-thread-35] ReadWorker - c0r33 started.
[INFO ] 2016-11-08 18:13:57.544 [pool-2-thread-37] ReadWorker - c0r35 started.
[INFO ] 2016-11-08 18:13:57.543 [pool-2-thread-36] ReadWorker - c0r34 started.
[INFO ] 2016-11-08 18:13:57.545 [pool-2-thread-38] ReadWorker - c0r36 started.
[INFO ] 2016-11-08 18:13:57.553 [pool-2-thread-39] ReadWorker - c0r37 started.
[INFO ] 2016-11-08 18:13:57.554 [pool-2-thread-40] ReadWorker - c0r38 started.
[INFO ] 2016-11-08 18:13:57.555 [pool-2-thread-41] ReadWorker - c0r39 started.
[INFO ] 2016-11-08 18:13:57.563 [pool-2-thread-42] ReadWorker - c0r40 started.
[INFO ] 2016-11-08 18:13:57.564 [pool-2-thread-43] ReadWorker - c0r41 started.
[INFO ] 2016-11-08 18:13:57.565 [pool-2-thread-44] ReadWorker - c0r42 started.
[INFO ] 2016-11-08 18:13:57.567 [pool-2-thread-46] ReadWorker - c0r44 started.
[INFO ] 2016-11-08 18:13:57.566 [pool-2-thread-45] ReadWorker - c0r43 started.
[INFO ] 2016-11-08 18:13:57.576 [pool-2-thread-47] ReadWorker - c0r45 started.
[INFO ] 2016-11-08 18:13:57.577 [pool-2-thread-48] ReadWorker - c0r46 started.
[INFO ] 2016-11-08 18:13:57.578 [pool-2-thread-49] ReadWorker - c0r47 started.
[INFO ] 2016-11-08 18:13:57.579 [pool-2-thread-50] ReadWorker - c0r48 started.
[INFO ] 2016-11-08 18:13:57.579 [pool-2-thread-51] ReadWorker - c0r49 started.
[INFO ] 2016-11-08 18:13:57.581 [pool-2-thread-53] ReadWorker - c0r51 started.
[INFO ] 2016-11-08 18:13:57.580 [pool-2-thread-52] ReadWorker - c0r50 started.
[INFO ] 2016-11-08 18:13:57.589 [pool-2-thread-54] ReadWorker - c0r52 started.
[INFO ] 2016-11-08 18:13:57.589 [pool-2-thread-55] ReadWorker - c0r53 started.
[INFO ] 2016-11-08 18:13:57.590 [pool-2-thread-56] ReadWorker - c0r54 started.
[INFO ] 2016-11-08 18:13:57.591 [pool-2-thread-57] ReadWorker - c0r55 started.
[INFO ] 2016-11-08 18:13:57.591 [pool-2-thread-58] ReadWorker - c0r56 started.
[INFO ] 2016-11-08 18:13:57.593 [pool-2-thread-60] ReadWorker - c0r58 started.
[INFO ] 2016-11-08 18:13:57.592 [pool-2-thread-59] ReadWorker - c0r57 started.
[INFO ] 2016-11-08 18:13:57.602 [pool-2-thread-61] ReadWorker - c0r59 started.
[INFO ] 2016-11-08 18:13:57.603 [pool-2-thread-62] ReadWorker - c0r60 started.
[INFO ] 2016-11-08 18:13:57.604 [pool-2-thread-63] ReadWorker - c0r61 started.
[INFO ] 2016-11-08 18:13:57.604 [pool-2-thread-64] ReadWorker - c0r62 started.
[INFO ] 2016-11-08 18:13:57.605 [main] MiddlewareComponent - MiddlewareComponent #0 initialised.
[INFO ] 2016-11-08 18:13:57.605 [pool-2-thread-65] ReadWorker - c0r63 started.
[INFO ] 2016-11-08 18:13:57.613 [main] WriteWorker - c1w0 connected to server /10.0.0.4:11211.
[INFO ] 2016-11-08 18:13:57.614 [pool-2-thread-66] WriteWorker - c1w0 started; writing to machines: [1].
[INFO ] 2016-11-08 18:13:57.614 [pool-2-thread-67] ReadWorker - c1r0 started.
[INFO ] 2016-11-08 18:13:57.616 [pool-2-thread-68] ReadWorker - c1r1 started.
[INFO ] 2016-11-08 18:13:57.617 [pool-2-thread-69] ReadWorker - c1r2 started.
[INFO ] 2016-11-08 18:13:57.617 [pool-2-thread-70] ReadWorker - c1r3 started.
[INFO ] 2016-11-08 18:13:57.618 [pool-2-thread-71] ReadWorker - c1r4 started.
[INFO ] 2016-11-08 18:13:57.619 [pool-2-thread-72] ReadWorker - c1r5 started.
[INFO ] 2016-11-08 18:13:57.627 [pool-2-thread-73] ReadWorker - c1r6 started.
[INFO ] 2016-11-08 18:13:57.627 [pool-2-thread-74] ReadWorker - c1r7 started.
[INFO ] 2016-11-08 18:13:57.628 [pool-2-thread-75] ReadWorker - c1r8 started.
[INFO ] 2016-11-08 18:13:57.629 [pool-2-thread-76] ReadWorker - c1r9 started.
[INFO ] 2016-11-08 18:13:57.630 [pool-2-thread-77] ReadWorker - c1r10 started.
[INFO ] 2016-11-08 18:13:57.631 [pool-2-thread-78] ReadWorker - c1r11 started.
[INFO ] 2016-11-08 18:13:57.632 [pool-2-thread-80] ReadWorker - c1r13 started.
[INFO ] 2016-11-08 18:13:57.633 [pool-2-thread-81] ReadWorker - c1r14 started.
[INFO ] 2016-11-08 18:13:57.632 [pool-2-thread-79] ReadWorker - c1r12 started.
[INFO ] 2016-11-08 18:13:57.641 [pool-2-thread-82] ReadWorker - c1r15 started.
[INFO ] 2016-11-08 18:13:57.642 [pool-2-thread-83] ReadWorker - c1r16 started.
[INFO ] 2016-11-08 18:13:57.643 [pool-2-thread-84] ReadWorker - c1r17 started.
[INFO ] 2016-11-08 18:13:57.643 [pool-2-thread-85] ReadWorker - c1r18 started.
[INFO ] 2016-11-08 18:13:57.644 [pool-2-thread-86] ReadWorker - c1r19 started.
[INFO ] 2016-11-08 18:13:57.644 [pool-2-thread-87] ReadWorker - c1r20 started.
[INFO ] 2016-11-08 18:13:57.652 [pool-2-thread-88] ReadWorker - c1r21 started.
[INFO ] 2016-11-08 18:13:57.653 [pool-2-thread-89] ReadWorker - c1r22 started.
[INFO ] 2016-11-08 18:13:57.654 [pool-2-thread-90] ReadWorker - c1r23 started.
[INFO ] 2016-11-08 18:13:57.654 [pool-2-thread-91] ReadWorker - c1r24 started.
[INFO ] 2016-11-08 18:13:57.656 [pool-2-thread-93] ReadWorker - c1r26 started.
[INFO ] 2016-11-08 18:13:57.657 [pool-2-thread-94] ReadWorker - c1r27 started.
